bertopic_topic,dd_property,std_residual
6,False,-3.6822553956785136
6,True,3.682255395678513
3,False,3.678896657297623
3,True,-3.6788966572976216
8,True,-3.319331469647699
8,False,3.3193314696476977
0,False,-2.8919280635069633
0,True,2.8919280635069615
4,False,2.1817805432043795
4,True,-2.1817805432043795
