bertopic_topic,False,True
0,-2.8919280635069633,2.8919280635069615
1,1.8943179027029453,-1.8943179027029469
2,-1.5334324352206052,1.5334324352206063
3,3.678896657297623,-3.6788966572976216
4,2.1817805432043795,-2.1817805432043795
5,0.6564824316182853,-0.6564824316182866
6,-3.6822553956785136,3.682255395678513
7,-0.35995056330353403,0.35995056330353403
8,3.3193314696476977,-3.319331469647699
9,-1.1733482158739215,1.1733482158739206
