lda_ontology_topic,0,1,2,3,4,5,6,7,8,9
0,-1.8250578164159232,-3.8595598115707968,14.404066445440282,-2.02967857748042,0.7170305756773369,-2.9171188678565096,2.484004012908344,-2.0513948067214565,-1.7955259320982502,-1.8777721727314038
1,-4.583199778938014,-1.4976537284579676,-1.2335789276104847,-1.2922630694709527,5.359431689981641,-2.6520668468711315,-3.397418967233606,14.29968240369889,-1.9295355766011062,3.9703467474802667
2,15.46385549420074,-5.624130236750391,-4.316528498974659,-4.282740171924413,-4.230769897830064,2.0075564839694615,-4.647999508443696,-4.90349745016814,-3.262280439484497,-0.9147495129295906
3,-7.609929307853691,9.674331575529566,-1.626537815542421,2.015122599314851,2.0712963167239726,-0.17703698960961045,3.0913018879032745,-0.604191238219543,-2.315351842256887,-0.2141436738618413
4,-5.330698268179058,3.2874949889301908,-4.001664712042185,5.350418187970076,-1.9286442205188121,2.317584959948281,3.4939213856033238,-4.684809636386506,7.423154828216921,-0.7798032836200058
