bertopic_topic,False,True
0,2.96271441872282,-2.9627144187228143
1,-1.7961248765882363,1.7961248765882356
2,0.8283157049413848,-0.8283157049413876
3,-2.356409925855271,2.3564099258552718
4,0.6262562920795641,-0.626256292079565
5,1.01841059062899,-1.0184105906289895
6,-1.0997977671671637,1.099797767167164
7,-0.0021599934700066415,0.0021599934700085384
8,-1.9902403788877756,1.9902403788877758
9,-1.3897020250517924,1.3897020250517922
