bertopic_topic,False,True
0,1.8429764572145442,-1.8429764572145515
1,-0.7523179428983591,0.752317942898359
2,-4.15045945973363,4.150459459733634
3,1.4873753743267044,-1.4873753743267033
4,0.72704106007573,-0.7270410600757319
5,0.5604945923136277,-0.5604945923136261
6,-4.252783136758814,4.252783136758815
7,1.349762556224218,-1.3497625562242197
8,1.2562476910607503,-1.2562476910607532
9,0.8771854790773513,-0.8771854790773534
