lda_ontology_topic,False,True
0,0.18372070053469522,-0.1837207005346976
1,0.5013670941787854,-0.5013670941787854
2,-7.4262009907811315,7.426200990781133
3,-0.6435285971234468,0.643528597123448
4,6.891872030359585,-6.891872030359587
