lda_baseline_topic,False,True
0,2.5341325008805584,-2.53413250088056
1,-6.772588020993455,6.772588020993452
2,-0.9805006496815725,0.9805006496815722
3,6.670708241429163,-6.670708241429165
4,0.18755867602992038,-0.18755867602992038
