lda_ontology_topic,False,True
0,-0.6947266224269639,0.6947266224269658
1,-0.8167878762976077,0.8167878762976112
2,5.744539458084991,-5.744539458084987
3,1.7456908502297963,-1.7456908502297948
4,-5.455465665436861,5.455465665436866
