issue_key,dominant_topic,dominant_topic_share,n_topics_present,topic_0_proportion,topic_1_proportion,topic_2_proportion
YARN-8881,1,0.99923165578179,1,0.00038417210910496075,0.99923165578179,0.00038417210910496075
YARN-8880,1,0.7783403678909488,2,0.22130287149542274,0.7783403678909488,0.00035676061362835556
YARN-8863,2,0.7364851676845372,2,0.00020395676116667354,0.2633108755542961,0.7364851676845372
YARN-8862,2,0.7770321540122178,2,0.17485408432538246,0.04811376166239968,0.7770321540122178
YARN-8851,1,0.9633726090211575,1,0.00022207417277382368,0.9633726090211575,0.0364053168060687
YARN-8850,1,0.9966832504145929,1,0.0016583747927035627,0.9966832504145929,0.0016583747927035627
YARN-8849,1,0.560279247164781,2,0.30060789592853093,0.560279247164781,0.13911285690668826
YARN-8848,1,0.9983374896093098,1,0.0008312551953451389,0.9983374896093098,0.0008312551953451389
YARN-8839,1,0.5686410111854561,2,0.0001723246596588805,0.5686410111854561,0.43118666415488505
YARN-8838,2,0.6713459936145022,2,0.0003122073056510642,0.3283417990798467,0.6713459936145022
YARN-8836,1,0.7176980851428016,2,0.28197964608504217,0.7176980851428016,0.00032226877215610735
YARN-8834,2,0.9994122832794591,1,0.0002938583602703945,0.0002938583602703945,0.9994122832794591
YARN-8827,0,0.5674757698031239,2,0.5674757698031239,0.4323927031680716,0.00013152702880445743
YARN-8821,1,0.8175252463840226,2,3.730925642653746e-05,0.8175252463840226,0.18243744435955084
YARN-8820,1,0.9816118521456509,1,0.018243283302704687,0.9816118521456509,0.0001448645516442492
YARN-8811,1,0.6119422123301974,2,0.000356760613628372,0.6119422123301974,0.38770102705617415
YARN-8766,1,0.9983374896093098,1,0.0008312551953451491,0.9983374896093098,0.0008312551953451491
YARN-8765,1,0.9995003747189608,1,0.00024981264051964934,0.9995003747189608,0.00024981264051964934
YARN-8763,1,0.5463005087906261,2,0.00016940538709138523,0.5463005087906261,0.4535300858222825
YARN-8762,1,0.8473818919586033,2,0.0002854695974879527,0.8473818919586033,0.15233263844390868
YARN-8736,1,0.6213093328360546,2,0.00027005130974891987,0.6213093328360546,0.37842061585419645
YARN-8731,1,0.604279862001148,2,0.39522088687553647,0.604279862001148,0.0004992511233153101
YARN-8697,1,0.9995352079944224,1,0.0002323960027888555,0.9995352079944224,0.0002323960027888555
YARN-8696,2,0.5607377068517659,2,0.33285343507875753,0.1064088580694766,0.5607377068517659
YARN-8686,2,0.9372667876493481,1,0.06234904024154698,0.00038417210910496053,0.9372667876493481
YARN-8684,1,0.99923165578179,1,0.0003841721091049515,0.99923165578179,0.0003841721091049515
YARN-8673,2,0.4562860546561597,3,0.3847164904645422,0.1589974548792982,0.4562860546561597
YARN-8670,1,0.5771123405861583,2,0.42274486346924645,0.5771123405861583,0.00014279594459520978
YARN-8643,1,0.6247620764587253,2,0.00014699397324712823,0.6247620764587253,0.37509092956802753
YARN-8651,1,0.8206870444284076,2,0.17905000526919954,0.8206870444284076,0.00026295030239294426
YARN-8639,0,0.9993110575266962,1,0.9993110575266962,0.00034447123665182493,0.00034447123665182493
YARN-8638,1,0.7765816717529256,2,0.00011232168931826813,0.7765816717529256,0.2233060065577561
YARN-8634,2,0.9990489776509747,1,0.0004755111745126703,0.0004755111745126703,0.9990489776509747
YARN-8626,2,0.7078101190461489,2,0.00041614648356235617,0.2917737344702888,0.7078101190461489
YARN-8621,2,0.5689600514036129,3,0.22438751340371185,0.2066524351926752,0.5689600514036129
YARN-8618,2,0.7288245563803765,2,0.18890143326365083,0.08227401035597263,0.7288245563803765
YARN-8599,0,0.5197543858064931,2,0.5197543858064931,0.4798614420844018,0.00038417210910500553
YARN-8598,2,0.5632380786883392,2,0.10489830667715794,0.3318636146345029,0.5632380786883392
YARN-8597,0,0.43576943285461794,3,0.43576943285461794,0.41297849134143955,0.1512520758039425
YARN-8572,2,0.7607919996272245,2,0.0004539264639129518,0.23875407390886244,0.7607919996272245
YARN-8583,2,0.8708813025583784,1,0.00011623852144604756,0.1290024589201756,0.8708813025583784
YARN-8571,2,0.8739138934004288,1,0.00012495314257159125,0.12596115345699954,0.8739138934004288
YARN-8559,2,0.6489026744882758,2,0.35080346715145383,0.00029385836027041233,0.6489026744882758
YARN-8556,0,0.9985744832501781,1,0.9985744832501781,0.0007127583749109627,0.0007127583749109627
YARN-8551,1,0.7642316086731896,1,0.1427245927801999,0.7642316086731896,0.09304379854661057
YARN-8533,1,0.9992600813910468,1,0.0003699593044765547,0.9992600813910468,0.0003699593044765547
YARN-8532,1,0.8531306053050645,1,0.00018857250612866624,0.8531306053050645,0.14668082218880688
YARN-8499,2,0.8238974571067081,2,0.17566832665360432,0.0004342162396874767,0.8238974571067081
YARN-8495,1,0.7030142046516582,2,0.2159534863916941,0.7030142046516582,0.08103230895664763
YARN-8493,0,0.3792467657621064,3,0.3792467657621064,0.34082160538063383,0.27993162885725975
YARN-8489,2,0.6664368040302133,3,0.17620630951139787,0.15735688645838877,0.6664368040302133
YARN-8488,2,0.6836005017783124,2,0.000475511174512715,0.31592398704717484,0.6836005017783124
YARN-8472,1,0.9636920127547086,1,0.00025621316935700935,0.9636920127547086,0.03605177407593444
YARN-8468,0,0.5878899207003033,2,0.5878899207003033,0.41203490828563966,7.51710140570145e-05
YARN-8451,0,0.8030738595548537,1,0.8030738595548537,0.10862508731085195,0.08830105313429447
YARN-8461,1,0.9173923190087296,1,0.08235786835075071,0.9173923190087296,0.0002498126405196746
YARN-8452,1,0.8478209611901086,2,0.15151370281521392,0.8478209611901086,0.0006653359946774485
YARN-8446,1,0.9996668332500416,1,0.00016658337497923304,0.9996668332500416,0.00016658337497923304
YARN-8412,2,0.999092147072174,1,0.00045392646391300117,0.00045392646391300117,0.999092147072174
YARN-8411,2,0.6912108476216864,2,0.30849529401804326,0.00029385836027041927,0.6912108476216864
YARN-8392,1,0.8093636752545108,2,0.0003027550711475225,0.8093636752545108,0.19033356967434167
YARN-8304,2,0.8767476854563808,1,0.04602942843378577,0.07722288610983338,0.8767476854563808
YARN-8379,1,0.522113122290384,2,0.47769468090008305,0.522113122290384,0.000192196809532991
YARN-8364,0,0.5760818024751584,3,0.5760818024751584,0.1978265359753579,0.22609166154948365
YARN-8361,0,0.6012988375884644,2,0.6012988375884644,0.00018508236165097746,0.39851608004988465
YARN-8356,0,0.5481442741460978,2,0.5481442741460978,0.13544782044254824,0.31640790541135405
YARN-8352,0,0.756234425484937,2,0.756234425484937,0.00038417210910494915,0.24338140240595796
YARN-8306,1,0.7377388486061918,2,0.26197568179632047,0.7377388486061918,0.0002854695974879159
YARN-8345,0,0.4879520061132939,3,0.4879520061132939,0.3307771746914648,0.18127081919524124
YARN-8333,1,0.8213499515716951,2,0.0002562131693570329,0.8213499515716951,0.17839383525894784
YARN-8320,1,0.9995655007603736,1,0.00021724961981321693,0.9995655007603736,0.00021724961981321693
YARN-8314,2,0.9624032763009638,1,0.0003122073056510788,0.037284516393385224,0.9624032763009638
YARN-8303,2,0.6409392530958794,2,0.35881093426360094,0.000249812640519652,0.6409392530958794
YARN-8298,2,0.8666761268821284,1,0.0003699593044768526,0.13295391381339483,0.8666761268821284
YARN-8286,1,0.5174829642560849,3,0.23394829691195884,0.5174829642560849,0.2485687388319563
YARN-8283,1,0.6815613536022267,2,0.31834938459289946,0.6815613536022267,8.926180487372484e-05
YARN-8256,2,0.8111418234245861,2,0.18877124273206866,8.693384334524336e-05,0.8111418234245861
YARN-8250,1,0.5061489124282054,2,0.49360127493127504,0.5061489124282054,0.0002498126405196629
YARN-8240,0,0.9966832504145935,1,0.9966832504145935,0.0016583747927032982,0.0016583747927032982
YARN-8238,1,0.99923165578179,1,0.00038417210910496693,0.99923165578179,0.00038417210910496693
YARN-8192,0,0.4343025977741353,3,0.4343025977741353,0.39319789851018727,0.17249950371567735
YARN-8186,2,0.9989490278507618,1,0.0005254860746191128,0.0005254860746191128,0.9989490278507618
YARN-8178,1,0.6323131184376032,2,0.36753988758914957,0.6323131184376032,0.00014699397324712888
YARN-8170,1,0.7656905473935259,2,0.021954392297134608,0.7656905473935259,0.21235506030933957
YARN-8157,2,0.9994598973805021,1,0.0002700513097488834,0.0002700513097488834,0.9994598973805021
YARN-8146,2,0.9985744832501775,1,0.0007127583749112759,0.0007127583749112759,0.9985744832501775
YARN-8137,0,0.9989490278507615,1,0.9989490278507615,0.0005254860746191705,0.0005254860746191705
YARN-8134,0,0.6008947209011642,2,0.6008947209011642,0.39843994310415837,0.0006653359946773796
YARN-8131,2,0.8382308053666954,2,0.000525486074619168,0.1612437085586854,0.8382308053666954
YARN-8104,0,0.5338975975503478,2,0.5338975975503478,0.0008312551953451326,0.46527114725430696
YARN-8103,2,0.5984916974727379,2,0.4009828164526431,0.0005254860746190743,0.5984916974727379
YARN-8100,0,0.5856304021082188,2,0.5856304021082188,0.0006238303181535103,0.4137457675736276
YARN-8092,2,0.5731261197712538,2,0.42634839415412695,0.000525486074619072,0.5731261197712538
YARN-8081,2,0.9984650805832693,1,0.0007674597083653387,0.0007674597083653387,0.9984650805832693
YARN-8080,2,0.5946182594435276,2,9.997000899732527e-05,0.4052817705474751,0.5946182594435276
