issue_key,dominant_topic,dominant_topic_share,n_topics_present,topic_0_proportion,topic_1_proportion,topic_2_proportion
YARN-7307,1,0.5107136832785429,2,0.00035676061362828037,0.5107136832785429,0.4889295561078287
YARN-8065,0,0.7503631764575966,2,0.7503631764575966,0.24916131236789066,0.0004755111745127433
YARN-8052,2,0.5221872545343745,2,0.41171330487536323,0.06609944059026218,0.5221872545343745
YARN-8042,2,0.9211136623069577,1,0.0001388310426212175,0.07874750665042111,0.9211136623069577
YARN-8038,2,0.9994740993952141,1,0.0002629503023929013,0.0002629503023929013,0.9994740993952141
YARN-8018,2,0.9992316557817902,1,0.0003841721091049408,0.0003841721091049408,0.9992316557817902
YARN-8015,1,0.659980542635735,2,0.33966269675063654,0.659980542635735,0.000356760613628351
YARN-8014,2,0.5748493772019072,2,0.4247164065584052,0.0004342162396875181,0.5748493772019072
YARN-8013,1,0.8604688195008592,1,0.13937252589022442,0.8604688195008592,0.00015865460891643362
YARN-8007,0,0.6405001762103066,2,0.6405001762103066,0.3591298644852167,0.00036995930447654456
YARN-7996,1,0.5419834991855149,2,0.0003027550711475089,0.5419834991855149,0.4577137457433376
YARN-7976,2,0.9985744832501781,1,0.0007127583749109713,0.0007127583749109713,0.9985744832501781
YARN-7974,2,0.6768719012504351,2,0.32277133813593656,0.00035676061362835366,0.6768719012504351
YARN-7972,1,0.5843644678490424,2,0.36231922826192914,0.5843644678490424,0.05331630388902837
YARN-7939,2,0.7253670151862884,2,0.0003222687721560142,0.27431071604155555,0.7253670151862884
YARN-7934,1,0.5350872772743014,3,0.25654102044160876,0.5350872772743014,0.20837170228408983
YARN-7931,2,0.9989490278507618,1,0.0005254860746191022,0.0005254860746191022,0.9989490278507618
YARN-7930,0,0.8332795928223421,2,0.8332795928223421,0.16633623506855283,0.0003841721091049505
YARN-7929,1,0.5572563005799612,2,0.34380101574977373,0.5572563005799612,0.09894268367026504
YARN-7904,1,0.5886430391030649,2,0.0005871990604816905,0.5886430391030649,0.4107697618364533
YARN-7923,2,0.6497410638569084,2,0.09808742977907887,0.25217150636401275,0.6497410638569084
YARN-7900,2,0.4331669151687181,2,0.4274406607021446,0.13939242412913738,0.4331669151687181
YARN-7882,2,0.5029961268547071,2,0.0001537751806858916,0.4968500979646071,0.5029961268547071
YARN-7876,2,0.9992009588493802,1,0.00039952057530990464,0.00039952057530990464,0.9992009588493802
YARN-7871,0,0.8402513762697039,2,0.8402513762697039,0.00043421623968753546,0.15931440749060846
YARN-7863,0,0.9985744832501782,1,0.9985744832501782,0.0007127583749109563,0.0007127583749109563
YARN-7858,0,0.5103638679834885,3,0.5103638679834885,0.31232162801690067,0.17731450399961093
YARN-7856,0,0.6190652096796134,2,0.6190652096796134,0.00036995930447662333,0.38056483101591
YARN-7854,0,0.5954858448705534,3,0.5954858448705534,0.1829594686279542,0.22155468650149232
YARN-7848,2,0.5002299024148803,2,0.00039952057530983866,0.4993705770098099,0.5002299024148803
YARN-7847,1,0.627166873417748,2,0.0003330003330004297,0.627166873417748,0.3725001262492515
YARN-7842,0,0.7136543353936514,2,0.7136543353936514,0.28582017853172914,0.0005254860746193331
YARN-7839,0,0.8820889868849069,1,0.8820889868849069,0.11774160772800173,0.00016940538709135563
YARN-7831,1,0.6836762318815529,2,0.00034447123665181273,0.6836762318815529,0.3159792968817952
YARN-7825,2,0.741652948203297,2,0.0003841721091049362,0.2579628796875981,0.741652948203297
YARN-7812,0,0.788962134194951,2,0.788962134194951,0.2106217193214867,0.00041614648356234413
YARN-7806,0,0.4119855110009771,3,0.4119855110009771,0.33132051067446505,0.25669397832455787
YARN-7606,2,0.9992316557817901,1,0.00038417210910499707,0.00038417210910499707,0.9992316557817901
YARN-7790,0,0.7194659317596527,2,0.7194659317596527,0.16265637140803693,0.11787769683231025
YARN-7778,1,0.8763593816910118,1,0.12345889924665863,0.8763593816910118,0.00018171906232966335
YARN-7774,0,0.5668355348618647,2,0.5668355348618647,0.4329082519687784,0.0002562131693569927
YARN-7724,2,0.9992009588493805,1,0.00039952057530972043,0.00039952057530972043,0.9992009588493805
YARN-7713,2,0.7447484642421537,2,0.25458619976316865,0.0006653359946776626,0.7447484642421537
YARN-7707,1,0.5924977781895897,2,0.0006653359946776422,0.5924977781895897,0.40683688581573263
YARN-7694,1,0.999333999333999,1,0.00033300033300041323,0.999333999333999,0.00033300033300041323
YARN-7686,0,0.5405764517119562,2,0.5405764517119562,0.45925969444567105,0.00016385384237270083
YARN-7672,0,0.6428007412329102,2,0.6428007412329102,0.00024372410431402474,0.35695553466277574
YARN-7670,2,0.9980059820538383,1,0.0009970089730808958,0.0009970089730808958,0.9980059820538383
YARN-7669,2,0.622578294058622,2,0.37670894756646683,0.0007127583749112262,0.622578294058622
YARN-7666,0,0.4181089368646315,3,0.4181089368646315,0.3133885591298366,0.2685025040055319
YARN-7662,1,0.5598573792422961,2,0.06474515215103596,0.5598573792422961,0.37539746860666795
YARN-7660,0,0.7429910673619149,2,0.7429910673619149,0.25662476052898014,0.00038417210910500894
YARN-7657,0,0.9995003747189608,1,0.9995003747189608,0.0002498126405196396,0.0002498126405196396
YARN-7655,1,0.9997802922113587,1,0.00010985389432058618,0.9997802922113587,0.00010985389432058618
YARN-7653,1,0.594174742444895,2,0.40553139919483466,0.594174742444895,0.00029385836027042854
YARN-7033,1,0.6452875301268365,2,0.35425854340925056,0.6452875301268365,0.0004539264639129197
YARN-7643,0,0.9992316557817901,1,0.9992316557817901,0.0003841721091049128,0.0003841721091049128
YARN-7634,0,0.9995125517913722,1,0.9995125517913722,0.00024372410431395785,0.00024372410431395785
YARN-7622,2,0.5993177140807786,2,0.40029811381011643,0.0003841721091049505,0.5993177140807786
YARN-7621,0,0.6553599691730808,2,0.6553599691730808,0.0003222687721561062,0.344317762054763
YARN-7612,0,0.6553738044629007,2,0.6553738044629007,0.3441722690731862,0.0004539264639129951
YARN-7605,2,0.7623810417574861,2,0.00014699397324715048,0.23747196426926667,0.7623810417574861
YARN-7599,2,0.49127688159726446,3,0.2086472945737447,0.30007582382899084,0.49127688159726446
YARN-7583,1,0.6928288440692579,2,0.00034447123665197086,0.6928288440692579,0.3068266846940901
YARN-7540,2,0.9493302716145215,1,0.0001041341247526965,0.05056559426072578,0.9493302716145215
YARN-7530,1,0.9992864787727433,1,0.0003567606136282851,0.9992864787727433,0.0003567606136282851
YARN-7522,1,0.8383665080180077,2,0.16130049164899177,0.8383665080180077,0.0003330003330004671
YARN-7520,0,0.8306224288352296,2,0.8306224288352296,0.16912135799541353,0.00025621316935695964
YARN-7506,1,0.8145474625264016,2,7.998080460692135e-05,0.8145474625264016,0.18537255666899138
YARN-7495,1,0.4625573982168857,3,0.34877967314149105,0.4625573982168857,0.1886629286416232
YARN-7494,1,0.9990489776509744,1,0.00047551117451271317,0.9990489776509744,0.00047551117451271317
YARN-7492,2,0.9971550497866277,1,0.0014224751066861847,0.0014224751066861847,0.9971550497866277
YARN-7481,1,0.9996924496386281,1,0.00015377518068586366,0.9996924496386281,0.00015377518068586366
YARN-7473,0,0.6686789733122678,2,0.6686789733122678,0.3311324541816035,0.00018857250612866995
YARN-7469,0,0.6161581550104546,2,0.6161581550104546,0.38365327248341674,0.00018857250612864534
YARN-7468,1,0.7864056828791929,2,0.21300711806032552,0.7864056828791929,0.0005871990604816055
YARN-7457,1,0.6907487180166927,2,0.17771697941633385,0.6907487180166927,0.13153430256697343
YARN-7441,1,0.9987523393636928,1,0.0006238303181535277,0.9987523393636928,0.0006238303181535277
YARN-7438,1,0.7482809801781637,2,0.2513967510496802,0.7482809801781637,0.00032226877215612296
YARN-7423,2,0.9933993399339929,1,0.003300330033003539,0.003300330033003539,0.9933993399339929
YARN-7419,0,0.9996430483669463,1,0.9996430483669463,0.00017847581652690473,0.00017847581652690473
YARN-7405,1,0.38063765331438965,3,0.3292144550304804,0.38063765331438965,0.29014789165512994
YARN-7399,2,0.8406680917562068,2,6.327912421694806e-05,0.1592686291195762,0.8406680917562068
YARN-7384,2,0.9980059820538378,1,0.000997008973081091,0.000997008973081091,0.9980059820538378
YARN-7376,1,0.5424384928250933,2,0.0004539264639130957,0.5424384928250933,0.4571075807109937
YARN-7368,2,0.9994875736612858,1,0.00025621316935703397,0.00025621316935703397,0.9994875736612858
YARN-7297,1,0.999131567520625,1,0.0004342162396874153,0.999131567520625,0.0004342162396874153
YARN-7292,1,0.7388343919882704,2,0.2610421969294143,0.7388343919882704,0.00012341108231523747
YARN-7282,1,0.9987523393636927,1,0.0006238303181535432,0.9987523393636927,0.0006238303181535432
YARN-7273,1,0.9998230558258868,1,8.847208705654892e-05,0.9998230558258868,8.847208705654892e-05
YARN-7272,2,0.9095699040004448,1,0.0004755111745129907,0.08995458482504227,0.9095699040004448
YARN-7271,2,0.42346262912284693,3,0.16595931567385516,0.410578055203298,0.42346262912284693
YARN-7265,2,0.5719502857588883,2,0.0001586546089164232,0.4278910596321952,0.5719502857588883
YARN-7250,2,0.8488414425280115,2,0.0001315270288044657,0.15102703044318408,0.8488414425280115
YARN-7224,1,0.8876959575077524,1,4.6722422090378516e-05,0.8876959575077524,0.11225732007015726
YARN-7218,2,0.6791228694671765,2,8.69338433452412e-05,0.32079019668947834,0.6791228694671765
YARN-7217,2,0.6627057830390298,2,4.328442193655892e-05,0.33725093253903365,0.6627057830390298
YARN-7215,2,0.9996493073820795,1,0.00017534630896022082,0.00017534630896022082,0.9996493073820795
YARN-7193,2,0.7007140929751681,2,0.00023792529145855065,0.2990479817333733,0.7007140929751681
YARN-7192,2,0.703584604058745,2,0.29599924945769257,0.0004161464835623104,0.703584604058745
YARN-1637,2,0.8607074228380348,1,0.0005254860746193652,0.1387670910873457,0.8607074228380348
YARN-7159,1,0.6348282509499675,2,0.0003222687721560652,0.6348282509499675,0.36484948027787634
YARN-7158,1,0.8715753514106196,1,0.12814710210034344,0.8715753514106196,0.0002775464890370217
YARN-7142,1,0.999092147072174,1,0.0004539264639129375,0.999092147072174,0.0004539264639129375
YARN-7129,1,0.9991677070328752,1,0.0004161464835623629,0.9991677070328752,0.0004161464835623629
YARN-7127,1,0.9966832504145928,1,0.0016583747927036493,0.9966832504145928,0.0016583747927036493
YARN-7117,0,0.999615606380934,1,0.999615606380934,0.00019219680953298958,0.00019219680953298958
YARN-7109,2,0.9960238568588464,1,0.001988071570576848,0.001988071570576848,0.9960238568588464
YARN-7107,0,0.7263550383287246,2,0.7263550383287246,0.20241143236590414,0.07123352930537115
YARN-7097,2,0.9971550497866282,1,0.0014224751066859449,0.0014224751066859449,0.9971550497866282
YARN-7096,2,0.9971550497866282,1,0.0014224751066859449,0.0014224751066859449,0.9971550497866282
YARN-7095,2,0.9971550497866282,1,0.001422475106685927,0.001422475106685927,0.9971550497866282
YARN-7079,1,0.9992864787727433,1,0.00035676061362829734,0.9992864787727433,0.00035676061362829734
YARN-7069,1,0.998574483250178,1,0.0007127583749110453,0.998574483250178,0.0007127583749110453
YARN-7061,2,0.7037191447210895,2,0.2956936562184288,0.0005871990604816313,0.7037191447210895
YARN-7059,2,0.4731580866909865,3,0.3214676393354039,0.20537427397360958,0.4731580866909865
YARN-7055,1,0.6022163528677003,2,0.0009066183136901797,0.6022163528677003,0.3968770288186097
YARN-7054,1,0.9933993399339929,1,0.003300330033003631,0.9933993399339929,0.003300330033003631
YARN-7053,2,0.997785160575858,1,0.001107419712071022,0.001107419712071022,0.997785160575858
YARN-7037,2,0.6026499041351082,2,0.0002126302360196879,0.3971374656288721,0.6026499041351082
YARN-1636,2,0.7575022586083443,2,0.0009066183136903349,0.24159112307796543,0.7575022586083443
YARN-7031,0,0.8574948920557666,1,0.8574948920557666,0.001107419712071578,0.1413976882321619
YARN-7019,1,0.9996080736821478,1,0.00019596315892616767,0.9996080736821478,0.00019596315892616767
YARN-7018,2,0.40856212077969406,3,0.38499676139754513,0.20644111782276078,0.40856212077969406
YARN-7017,1,0.619721098476145,2,0.3294944203136813,0.619721098476145,0.05078448121017368
YARN-7016,1,0.9971550497866277,1,0.001422475106686176,0.9971550497866277,0.001422475106686176
YARN-7010,2,0.997509339975093,1,0.001245330012453544,0.001245330012453544,0.997509339975093
YARN-7006,2,0.8250747496815817,2,0.0003027550711476007,0.17462249524727078,0.8250747496815817
YARN-7005,0,0.598703170933019,2,0.598703170933019,0.37187526676063515,0.02942156230634588
YARN-7004,1,0.5075283778156736,2,0.4923077683419537,0.5075283778156736,0.00016385384237265594
YARN-7003,0,0.7652037178431128,2,0.7652037178431128,0.00017534630896026907,0.2346209358479269
YARN-6963,1,0.5463450490016831,2,0.4533987378289599,0.5463450490016831,0.0002562131693569731
YARN-6960,1,0.5366089384210065,2,0.46332778245477646,0.5366089384210065,6.32791242169377e-05
YARN-1635,2,0.7389382617084307,2,0.0007674597083654905,0.26029427858320386,0.7389382617084307
YARN-6947,0,0.5500264802917049,2,0.5500264802917049,0.4496035604038184,0.00036995930447662723
YARN-6936,2,0.8886498820378574,1,0.06540668608240206,0.045943431879740426,0.8886498820378574
YARN-6915,2,0.9984650805832693,1,0.0007674597083653704,0.0007674597083653704,0.9984650805832693
YARN-6903,1,0.8071979393889794,1,0.08383790108238516,0.8071979393889794,0.10896415952863553
YARN-6896,2,0.8888396716092123,1,0.00047551117451273604,0.110684817216275,0.8888396716092123
YARN-6889,1,0.6611479963771493,2,0.05923547795645555,0.6611479963771493,0.2796165256663952
YARN-6877,2,0.9990014977533698,1,0.0004992511233151293,0.0004992511233151293,0.9990014977533698
YARN-6876,2,0.9989490278507618,1,0.0005254860746191274,0.0005254860746191274,0.9989490278507618
YARN-6875,2,0.9993110575266964,1,0.0003444712366518049,0.0003444712366518049,0.9993110575266964
YARN-6858,0,0.5975438686308788,2,0.5975438686308788,0.0008312551953450921,0.4016248761737762
YARN-6857,0,0.8241844610626159,2,0.8241844610626159,0.0009970089730808277,0.17481852996430325
YARN-6855,2,0.4843692477147821,3,0.2599121479634883,0.25571860432172955,0.4843692477147821
YARN-6848,2,0.6397598033469822,2,0.27805446326867317,0.08218573338434468,0.6397598033469822
YARN-6842,2,0.5678730267723331,2,0.431782501991015,0.00034447123665184987,0.5678730267723331
YARN-6839,2,0.543693545969734,2,0.00043421623968747664,0.4558722377905786,0.543693545969734
YARN-6829,0,0.7355548290273095,2,0.7355548290273095,0.2640609988635854,0.0003841721091050695
YARN-6828,0,0.7513517376241662,2,0.7513517376241662,0.2484522992169077,0.00019596315892616735
YARN-1634,1,0.5042122123945609,2,0.0007674597083653956,0.5042122123945609,0.4950203278970737
YARN-6820,2,0.7908302209289243,2,9.898050084137746e-05,0.2090707985702343,0.7908302209289243
YARN-6791,2,0.7115537201583298,2,0.06092211815523499,0.2275241616864352,0.7115537201583298
YARN-6789,2,0.5193526588299057,2,0.0007674597083653424,0.47987988146172894,0.5193526588299057
YARN-6777,0,0.5671289116528149,2,0.5671289116528149,0.4320398331518398,0.0008312551953453959
YARN-6774,2,0.8139712791217477,2,0.00022207417277375453,0.18580664670547853,0.8139712791217477
YARN-6753,2,0.7849424067974222,2,0.21471312196592598,0.00034447123665191286,0.7849424067974222
YARN-1633,2,0.818300007210582,2,0.0007127583749111753,0.18098723441450684,0.818300007210582
YARN-6734,2,0.9996971073754354,1,0.00015144631228232203,0.00015144631228232203,0.9996971073754354
YARN-6733,2,0.967946275031571,1,0.00018171906232978687,0.0318720059060991,0.967946275031571
YARN-6724,1,0.5643071886000504,2,0.0003122073056510344,0.5643071886000504,0.4353806040942986
YARN-6573,1,0.9989490278507613,1,0.0005254860746192544,0.9989490278507613,0.0005254860746192544
YARN-6704,2,0.9036627626296734,1,0.00030275507114749104,0.09603448229917912,0.9036627626296734
YARN-6691,2,0.9991677070328755,1,0.0004161464835622649,0.0004161464835622649,0.9991677070328755
YARN-6688,0,0.5332200622422362,2,0.5332200622422362,0.0004539264639129007,0.466326011293851
YARN-6679,1,0.6901530082358106,2,0.00047551117451280164,0.6901530082358106,0.3093714805896766
YARN-6671,1,0.6790580081816134,2,0.3201107366230412,0.6790580081816134,0.0008312551953453004
YARN-6670,1,0.7405473529816544,2,0.25746457544776874,0.7405473529816544,0.001988071570576807
YARN-6669,2,0.8577166069129556,1,0.00020820320632941426,0.14207518988071496,0.8577166069129556
YARN-6636,0,0.7327522938241822,2,0.7327522938241822,0.2669147058428175,0.00033300033300037154
YARN-6634,2,0.9993110575266964,1,0.0003444712366518171,0.0003444712366518171,0.9993110575266964
YARN-6612,0,0.5200782656963147,2,0.5200782656963147,0.47849925919699954,0.0014224751066858107
YARN-6626,2,0.7957565256227542,2,0.000217249619813246,0.2040262247574326,0.7957565256227542
YARN-6621,0,0.7940341282563591,2,0.7940341282563591,0.20573347574085213,0.00023239600278885357
YARN-6620,1,0.8001248344894579,2,0.19934967943592294,0.8001248344894579,0.0005254860746191233
YARN-6601,1,0.6171979375837493,2,0.03498984813941659,0.6171979375837493,0.347812214276834
YARN-6599,1,0.9960238568588458,1,0.0019880715705771603,0.9960238568588458,0.0019880715705771603
YARN-6596,0,0.5516920038497055,2,0.5516920038497055,0.4477533649800225,0.0005546311702719154
YARN-6592,1,0.6835198575285035,2,0.31602621600758335,0.6835198575285035,0.0004539264639130299
YARN-6586,1,0.6970090847167164,2,0.00011232168931824454,0.6970090847167164,0.30287859359396535
YARN-6569,0,0.5140948770271495,2,0.5140948770271495,0.48572004061119944,0.00018508236165105574
YARN-6567,1,0.7134357994193109,2,0.2864741348326929,0.7134357994193109,9.006574799609608e-05
YARN-6527,1,0.4738984531913859,3,0.35620751326372885,0.4738984531913859,0.16989403354488528
YARN-6524,1,0.3748517142109393,3,0.36132741003758867,0.3748517142109393,0.26382087575147195
YARN-6521,2,0.8729742742205814,1,0.00035676061362836353,0.1266689651657903,0.8729742742205814
YARN-6511,2,0.6491804403172394,2,0.0002629503023929344,0.35055660938036776,0.6491804403172394
YARN-6507,1,0.9990921470721739,1,0.00045392646391300356,0.9990921470721739,0.00045392646391300356
YARN-6484,2,0.9984650805832692,1,0.0007674597083654188,0.0007674597083654188,0.9984650805832692
YARN-6469,0,0.9986693280106446,1,0.9986693280106446,0.0006653359946777125,0.0006653359946777125
YARN-6466,1,0.7155873674653954,2,0.0005254860746191374,0.7155873674653954,0.2838871464599855
YARN-6462,2,0.46737696747736734,2,0.4370898444103257,0.095533188112307,0.46737696747736734
YARN-6449,1,0.7779519245340522,2,0.00012043839576062714,0.7779519245340522,0.22192763707018723
YARN-6440,0,0.8333521837760904,2,0.8333521837760904,0.16647841083681814,0.00016940538709136758
YARN-6426,2,0.905169601122916,1,0.00032226877215609385,0.09450813010492791,0.905169601122916
YARN-6407,2,0.5614333381086525,2,0.00015865460891644514,0.43840800728243107,0.5614333381086525
YARN-6401,2,0.4831778319473206,3,0.35258847760540263,0.16423369044727673,0.4831778319473206
YARN-6398,1,0.7865366821241887,2,0.0006238303181536196,0.7865366821241887,0.2128394875576576
YARN-6396,2,0.637195865425966,2,0.00021263023601962334,0.3625915043380144,0.637195865425966
YARN-6390,1,0.6228303257296753,2,0.00045392646391299033,0.6228303257296753,0.3767157478064117
YARN-6345,1,0.6652849642866078,2,0.2882100440491101,0.6652849642866078,0.046504991664282166
YARN-6369,1,0.9990014977533694,1,0.0004992511233151782,0.9990014977533694,0.0004992511233151782
YARN-6366,1,0.6512442942386203,2,0.09132923546785224,0.6512442942386203,0.25742647029352755
YARN-6364,1,0.7458566653625611,2,0.253865788148402,0.7458566653625611,0.00027754648903696385
YARN-6358,1,0.9994875736612859,1,0.00025621316935706676,0.9994875736612859,0.00025621316935706676
YARN-6357,2,0.6914224954162462,2,0.00011490290704362937,0.3084626016767101,0.6914224954162462
YARN-6355,2,0.5517786072553261,3,0.18923862464552962,0.25898276809914417,0.5517786072553261
YARN-6347,1,0.6789012571772605,2,0.32084893018222,0.6789012571772605,0.00024981264051969536
YARN-6320,0,0.531546821326515,2,0.531546821326515,0.4683468296359437,0.00010634903754125818
YARN-6314,1,0.5148458125573786,2,0.14155759636565657,0.5148458125573786,0.34359659107696483
YARN-6306,2,0.4635376009832619,3,0.2047653685346807,0.3316970304820574,0.4635376009832619
YARN-6282,0,0.8263015946360589,2,0.8263015946360589,0.00041614648356230846,0.1732822588803788
YARN-6266,1,0.9992316557817901,1,0.00038417210910491614,0.9992316557817901,0.00038417210910491614
YARN-6255,2,0.5579948619516747,2,0.0004992511233151502,0.4415058869250102,0.5579948619516747
YARN-6254,2,0.9990921470721739,1,0.0004539264639130666,0.0004539264639130666,0.9990921470721739
YARN-6234,0,0.8297269531220636,2,0.8297269531220636,0.16988887476883138,0.0003841721091050136
YARN-6224,1,0.9994290608050242,1,0.00028546959748790784,0.9994290608050242,0.00028546959748790784
YARN-6223,1,0.9998425568763283,1,7.87215618358082e-05,0.9998425568763283,7.87215618358082e-05
YARN-6207,0,0.6007339011685228,2,0.6007339011685228,0.0004992511233152205,0.39876684770816206
YARN-6192,1,0.9986693280106452,1,0.0006653359946774198,0.9986693280106452,0.0006653359946774198
YARN-6179,2,0.8281786759172833,2,0.00016940538709141347,0.17165191869562527,0.8281786759172833
YARN-6167,0,0.9993110575266962,1,0.9993110575266962,0.000344471236651803,0.000344471236651803
YARN-6162,2,0.5444792884802745,2,0.0001885725061286622,0.4553321390135969,0.5444792884802745
YARN-6161,1,0.9992600813910467,1,0.0003699593044765634,0.9992600813910467,0.0003699593044765634
YARN-6160,1,0.9992009588493804,1,0.0003995205753097278,0.9992009588493804,0.0003995205753097278
YARN-6137,2,0.9584592408442991,1,0.0002854695974879372,0.04125528955821297,0.9584592408442991
YARN-6127,2,0.8887110415990689,1,0.0003330003330003909,0.11095595806793074,0.8887110415990689
YARN-1474,2,0.3769587632043607,3,0.29939277280260246,0.3236484639930368,0.3769587632043607
YARN-6121,2,0.5482283027118081,2,0.4512462112135726,0.0005254860746191631,0.5482283027118081
YARN-6101,1,0.9142650978975115,1,0.03956854067841209,0.9142650978975115,0.04616636142407635
YARN-6100,2,0.7311835565552683,2,0.0016583747927035083,0.2671580686520282,0.7311835565552683
YARN-6099,2,0.9960238568588464,1,0.0019880715705768064,0.0019880715705768064,0.9960238568588464
YARN-6095,2,0.9990921470721742,1,0.0004539264639128889,0.0004539264639128889,0.9990921470721742
YARN-6080,2,0.9983374896093099,1,0.0008312551953450851,0.0008312551953450851,0.9983374896093099
YARN-6069,2,0.6059499162054387,2,0.0003444712366518403,0.39370561255790953,0.6059499162054387
YARN-6067,2,0.9991315675206249,1,0.000434216239687529,0.000434216239687529,0.9991315675206249
YARN-6058,1,0.5246191303307036,2,0.00021724961981324826,0.5246191303307036,0.4751636200494831
YARN-6045,0,0.6506441787978858,2,0.6506441787978858,0.34909960803275736,0.00025621316935699016
YARN-6043,1,0.7148068525805902,2,0.00011232168931825853,0.7148068525805902,0.28508082573009164
YARN-6040,2,0.589593131059001,2,0.00024372410431398444,0.41016314483668503,0.589593131059001
YARN-6037,2,0.7187260069072691,2,0.28102418045221117,0.00024981264051974426,0.7187260069072691
YARN-6011,2,0.7881032671428493,2,0.001988071570576616,0.20990866128657418,0.7881032671428493
YARN-6008,2,0.6219620621123501,2,0.37787672557102886,0.00016121231662102222,0.6219620621123501
YARN-6005,2,0.6452322990300673,2,0.35386108265624255,0.0009066183136900627,0.6452322990300673
YARN-5990,1,0.9991677070328752,1,0.00041614648356232576,0.9991677070328752,0.00041614648356232576
YARN-5984,2,0.580470029403305,2,0.41911382411313247,0.0004161464835624158,0.580470029403305
YARN-5983,1,0.9997298392543561,1,0.00013508037282188276,0.9997298392543561,0.00013508037282188276
YARN-5972,1,0.9997298392543561,1,0.00013508037282186457,0.9997298392543561,0.00013508037282186457
YARN-5955,0,0.9980059820538381,1,0.9980059820538381,0.0009970089730809769,0.0009970089730809769
YARN-5953,2,0.9975093399750933,1,0.0012453300124533621,0.0012453300124533621,0.9975093399750933
YARN-5952,2,0.8204913709106998,2,0.17851162011621943,0.0009970089730808025,0.8204913709106998
YARN-5949,1,0.5069541111632602,2,0.00045392646391293715,0.5069541111632602,0.4925919623728269
YARN-5940,2,0.7768487837538292,2,0.00035676061362836396,0.22279445563254255,0.7768487837538292
YARN-5932,2,0.7719323274454415,1,0.08122055246647507,0.14684712008808357,0.7719323274454415
YARN-5910,1,0.5912575154359936,2,0.0001469939732471479,0.5912575154359936,0.40859549059075945
YARN-5906,1,0.9237231297837406,1,9.256687957051521e-05,0.9237231297837406,0.07618430333668884
YARN-5905,2,0.48377637717446664,3,0.26374293915364355,0.25248068367188975,0.48377637717446664
YARN-5900,1,0.7101647066479098,2,0.2896568175355633,0.7101647066479098,0.00017847581652691635
YARN-5889,0,0.5187836658998668,3,0.5187836658998668,0.3073821211637748,0.17383421293635848
YARN-5887,0,0.7589411317195164,2,0.7589411317195164,0.21199345237973263,0.029065415900750926
YARN-5886,0,0.7657551665842565,2,0.7657551665842565,0.23401771554156675,0.00022711787417677344
YARN-5883,1,0.5589444071422589,2,0.0003699593044766206,0.5589444071422589,0.44068563355326446
YARN-5881,1,0.5731669628561648,2,0.4265475675463473,0.5731669628561648,0.0002854695974879249
YARN-5872,2,0.5728886334901425,2,0.42658588043523804,0.0005254860746193102,0.5728886334901425
YARN-5869,1,0.9991315675206248,1,0.00043421623968753053,0.9991315675206248,0.00043421623968753053
YARN-5860,0,0.6031673671662408,2,0.6031673671662408,0.39661055866098566,0.00022207417277374057
YARN-5846,1,0.5451720221550104,2,0.3433374025259426,0.5451720221550104,0.11149057531904705
YARN-5832,1,0.9992009588493805,1,0.000399520575309685,0.9992009588493805,0.000399520575309685
YARN-5820,2,0.5489867875674704,2,0.0009970089730812536,0.4500162034594483,0.5489867875674704
YARN-2215,1,0.47262662145182965,3,0.17710340747833941,0.47262662145182965,0.35026997106983104
YARN-5789,1,0.7704213314036091,2,0.00022711787417675907,0.7704213314036091,0.22935155072221422
YARN-5780,2,0.6921133957974375,2,0.0003841721091049651,0.30750243209345757,0.6921133957974375
YARN-5769,2,0.5525029415828412,2,0.0004992511233151181,0.4469978072938438,0.5525029415828412
YARN-5761,0,0.5267107660288671,2,0.5267107660288671,0.0004992511233152148,0.47278998284781776
YARN-5740,2,0.5024370164452607,2,0.00017847581652691841,0.4973845077382123,0.5024370164452607
YARN-5739,2,0.7890458812566697,2,0.00013883104262119492,0.21081528770070912,0.7890458812566697
YARN-5734,0,0.3807273693879334,3,0.3807273693879334,0.2503425872095745,0.3689300434024921
YARN-5732,1,0.9995125517913722,1,0.00024372410431395338,0.9995125517913722,0.00024372410431395338
YARN-5727,1,0.5165312112061052,2,0.00012043839576060619,0.5165312112061052,0.48334835039813423
YARN-5724,0,0.6317640158195325,2,0.6317640158195325,0.0001407855835562787,0.36809519859691137
YARN-5718,0,0.6086015977696928,2,0.6086015977696928,0.00015377518068588686,0.39124462704962143
YARN-5716,0,0.7548650834509504,2,0.7548650834509504,0.0006653359946774575,0.24446958055437218
YARN-5704,1,0.9990489776509744,1,0.00047551117451268617,0.9990489776509744,0.00047551117451268617
YARN-5702,2,0.8814148833618464,1,0.00029385836027041233,0.11829125827788331,0.8814148833618464
YARN-5715,2,0.9343311646912694,1,0.06558552280352341,8.331250520706605e-05,0.9343311646912694
YARN-5708,2,0.508970593138027,2,0.0008312551953450966,0.49019815166662806,0.508970593138027
YARN-5699,1,0.44121439510400423,2,0.14163875388183786,0.44121439510400423,0.4171468510141579
YARN-5692,1,0.7203780777070647,2,0.2793839970014768,0.7203780777070647,0.0002379252914585489
YARN-5683,2,0.5274389394088422,2,3.1945819889477674e-05,0.4725291147712684,0.5274389394088422
YARN-5681,2,0.908105799470358,1,0.0003567606136283576,0.09153743991601372,0.908105799470358
YARN-5677,0,0.5672289706477989,3,0.5672289706477989,0.2630460240966651,0.16972500525553608
