issue_key,dominant_topic,dominant_topic_share,n_topics_present,topic_0_proportion,topic_1_proportion,topic_2_proportion,topic_3_proportion,topic_4_proportion
YARN-10581,4,0.9989203778677461,1,0.0002699055330634648,0.0002699055330634648,0.0002699055330634648,0.0002699055330634648,0.9989203778677461
YARN-10579,4,0.998004987531172,1,0.0004987531172070355,0.0004987531172070355,0.0004987531172070355,0.0004987531172070355,0.998004987531172
YARN-10571,4,0.9112695550071683,1,0.0005249343832021831,0.0005249343832021831,0.08715564184322522,0.0005249343832021831,0.9112695550071683
YARN-10564,4,0.7661118910109073,1,0.05217392153558429,0.06964543990344098,0.11176617568925029,0.00030257186081708673,0.7661118910109073
YARN-10546,2,0.7487865133254228,2,0.00047505938242290845,0.00047505938242290845,0.7487865133254228,0.00047505938242290845,0.2497883085273085
YARN-10534,0,0.5181312942868926,3,0.5181312942868926,0.00030257186081703393,0.32424782203120067,0.15701573996027268,0.00030257186081703393
YARN-10524,2,0.9994670219853429,1,0.0001332445036642504,0.0001332445036642504,0.9994670219853429,0.0001332445036642504,0.0001332445036642504
YARN-10521,2,0.8076482102439748,2,0.0003327787021631254,0.0003327787021631254,0.8076482102439748,0.0003327787021631254,0.1913534536495357
YARN-10514,2,0.9332203350514152,1,0.0662246233204626,0.00018501387604073,0.9332203350514152,0.00018501387604073,0.00018501387604073
YARN-10512,4,0.6510073242686771,2,0.0003696857670980213,0.0003696857670980213,0.34788361843002885,0.0003696857670980213,0.6510073242686771
YARN-10505,2,0.9995746943115362,1,0.00010632642211591686,0.00010632642211591686,0.9995746943115362,0.00010632642211591686,0.00010632642211591686
YARN-10496,4,0.6441985119327122,2,0.05400823656146172,0.0001281229980781943,0.30153700550966966,0.0001281229980781943,0.6441985119327122
YARN-10493,0,0.5957864932117757,2,0.5957864932117757,0.0008298755186724283,0.4017238802322071,0.0008298755186724283,0.0008298755186724283
YARN-10478,4,0.6695670243075661,2,0.000369685767098029,0.129539562236901,0.20015404192133673,0.000369685767098029,0.6695670243075661
YARN-10473,4,0.9963800904977371,1,0.0009049773755657449,0.0009049773755657449,0.0009049773755657449,0.0009049773755657449,0.9963800904977371
YARN-10449,1,0.8894416208268646,1,0.00020811654526540173,0.8894416208268646,0.10993402953733937,0.00020811654526540173,0.00020811654526540173
YARN-10436,3,0.6400451094756009,2,0.0003696857670980037,0.0003696857670980037,0.0003696857670980037,0.6400451094756009,0.3588458332231051
YARN-10433,3,0.6668151466198061,2,0.00021253985122219316,0.00021253985122219316,0.00021253985122219316,0.6668151466198061,0.3325472338265272
YARN-10432,3,0.5399006482317739,2,0.0002496878901374032,0.0647636302186876,0.39483634576926385,0.5399006482317739,0.0002496878901374032
YARN-10431,4,0.956273218287142,1,0.00029368575624088336,0.04284572444413543,0.00029368575624088336,0.00029368575624088336,0.956273218287142
YARN-10422,3,0.5308517819256346,2,0.0001537279016141804,0.0001537279016141804,0.0001537279016141804,0.5308517819256346,0.46868703436952275
YARN-10421,4,0.449196624442797,2,9.004952724000372e-05,0.10983770521883603,0.2956876684204508,0.1451879523906761,0.449196624442797
YARN-10406,4,0.8140792282810047,1,0.00012187690432668236,0.07004777150539235,0.00012187690432668236,0.11562924640494969,0.8140792282810047
YARN-10389,0,0.5689002482937099,2,0.5689002482937099,0.00036968576709804114,0.32972809964859623,0.1006322805234977,0.00036968576709804114
YARN-10384,2,0.6788751836409174,2,0.0763701891782008,0.00034423407917401425,0.6788751836409174,0.09409193859527153,0.15031845450643627
YARN-10376,4,0.7486553055991765,2,0.250346358294334,0.0003327787021631775,0.0003327787021631775,0.0003327787021631775,0.7486553055991765
