issue_key,dominant_topic,dominant_topic_share,n_topics_present,topic_0_proportion,topic_1_proportion,topic_2_proportion,topic_3_proportion,topic_4_proportion
YARN-7059,1,0.6786589792385281,2,0.000664451827242776,0.6786589792385281,0.000664451827242776,0.3193476652797435,0.000664451827242776
YARN-7055,0,0.7728998885383314,2,0.7728998885383314,0.001104972375690747,0.001104972375690747,0.22378519433459643,0.001104972375690747
YARN-7054,0,0.9804878048780481,1,0.9804878048780481,0.004878048780488068,0.004878048780488068,0.004878048780488068,0.004878048780488068
YARN-7053,0,0.9955801104972375,1,0.9955801104972375,0.0011049723756906605,0.0011049723756906605,0.0011049723756906605,0.0011049723756906605
YARN-7037,2,0.32414117684500066,3,0.00022197558268603073,0.14878594034411227,0.32414117684500066,0.27213322972683773,0.2547176775013633
YARN-1636,4,0.8338178462275169,2,0.001418439716312303,0.001418439716312303,0.001418439716312303,0.16192683462354626,0.8338178462275169
YARN-7031,4,0.6759853347169,2,0.00110497237569096,0.32069974815602703,0.00110497237569096,0.00110497237569096,0.6759853347169
YARN-7019,1,0.5241584294922931,3,0.2591816884559761,0.5241584294922931,0.15629066324169344,0.0002081165452653992,0.06016110226477208
YARN-7018,4,0.6071975438901525,2,0.09315202612700485,0.00023781212841863752,0.29917480572600536,0.00023781212841863752,0.6071975438901525
YARN-7017,4,0.6876858766085886,2,0.00030257186081702445,0.00030257186081702445,0.31140640780896034,0.00030257186081702445,0.6876858766085886
YARN-7016,3,0.9943262411347509,1,0.0014184397163122752,0.0014184397163122752,0.0014184397163122752,0.9943262411347509,0.0014184397163122752
YARN-7010,1,0.6700296427955499,2,0.0012422360248449539,0.6700296427955499,0.0012422360248449539,0.3262436491299154,0.0012422360248449539
YARN-7006,3,0.5681236892516708,3,0.0003220611916264753,0.15012098434490648,0.0003220611916264753,0.5681236892516708,0.28111120402016987
YARN-7005,2,0.9291791941689305,1,0.00029368575624094017,0.00029368575624094017,0.9291791941689305,0.00029368575624094017,0.06993974856234662
YARN-7004,2,0.8697550746603454,1,0.00019980019980023997,0.00019980019980023997,0.8697550746603454,0.00019980019980023997,0.12964552474025376
YARN-7003,1,0.7949376794262667,2,0.000212539851222179,0.7949376794262667,0.20442470102006677,0.000212539851222179,0.000212539851222179
YARN-6963,1,0.7612749859434709,2,0.08128398433913327,0.7612749859434709,0.15691540553868355,0.0002628120893561632,0.0002628120893561632
YARN-6960,2,0.6488378269474067,2,7.9968012794907e-05,0.21908543608393452,0.6488378269474067,7.9968012794907e-05,0.13191680094306898
YARN-1635,4,0.6081898331329567,2,0.0007662835249045034,0.0007662835249045034,0.3895113162923299,0.0007662835249045034,0.6081898331329567
YARN-6947,2,0.7851651407903899,2,0.0004158004158005118,0.0004158004158005118,0.7851651407903899,0.0004158004158005118,0.21358745796220857
YARN-6936,3,0.5224683926536341,2,0.00027739251040230576,0.00027739251040230576,0.47669942981515906,0.5224683926536341,0.00027739251040230576
YARN-6915,4,0.9960199004975121,1,0.0009950248756220045,0.0009950248756220045,0.0009950248756220045,0.0009950248756220045,0.9960199004975121
YARN-6903,0,0.9587355032145534,1,0.9587355032145534,0.040432319254239936,0.00027739251040231346,0.00027739251040231346,0.00027739251040231346
YARN-6896,4,0.5396105715143069,2,0.00047505938242288324,0.4589642503384246,0.00047505938242288324,0.00047505938242288324,0.5396105715143069
YARN-6889,2,0.6379948929461269,2,0.06699536152542962,0.0002496878901374248,0.6379948929461269,0.2945103697481688,0.0002496878901374248
YARN-6877,4,0.9980049875311717,1,0.0004987531172070813,0.0004987531172070813,0.0004987531172070813,0.0004987531172070813,0.9980049875311717
YARN-6876,4,0.9979002624671912,1,0.0005249343832022116,0.0005249343832022116,0.0005249343832022116,0.0005249343832022116,0.9979002624671912
YARN-6875,2,0.9984031936127742,1,0.0003992015968064294,0.0003992015968064294,0.9984031936127742,0.0003992015968064294,0.0003992015968064294
YARN-6858,4,0.9963800904977373,1,0.0009049773755656764,0.0009049773755656764,0.0009049773755656764,0.0009049773755656764,0.9963800904977373
YARN-6857,4,0.9960199004975124,1,0.0009950248756219156,0.0009950248756219156,0.0009950248756219156,0.0009950248756219156,0.9960199004975124
YARN-6855,4,0.9955801104972369,1,0.0011049723756907867,0.0011049723756907867,0.0011049723756907867,0.0011049723756907867,0.9955801104972369
YARN-6848,4,0.5705564091335664,2,0.0004987531172070508,0.0004987531172070508,0.0004987531172070508,0.42794733151481246,0.5705564091335664
YARN-6842,4,0.6138495695890553,2,0.000475059382422908,0.000475059382422908,0.38472525226367593,0.000475059382422908,0.6138495695890553
YARN-6839,4,0.7146037964941496,2,0.28397102535858176,0.00047505938242289343,0.00047505938242289343,0.00047505938242289343,0.7146037964941496
YARN-6829,1,0.9132410305820383,1,0.00045351473922910596,0.9132410305820383,0.08539842520027423,0.00045351473922910596,0.00045351473922910596
YARN-6828,1,0.5210725148613105,3,0.00021715526601523872,0.5210725148613105,0.21809576010667986,0.00021715526601523872,0.26039741449997916
YARN-1634,0,0.573476948988639,2,0.573476948988639,0.000904977375565678,0.000904977375565678,0.000904977375565678,0.4238081188846641
YARN-6820,3,0.6571425982162543,2,0.00011897679952414536,0.00011897679952414536,0.14596347277578015,0.6571425982162543,0.19665597540891724
YARN-6791,4,0.45573078636679487,2,0.00015140045420141684,0.06443670196412024,0.11811078023488704,0.36157033097999636,0.45573078636679487
YARN-6789,0,0.7787993694980894,2,0.7787993694980894,0.21821555587504504,0.0009950248756219206,0.0009950248756219206,0.0009950248756219206
YARN-6777,3,0.5611540622029141,2,0.4363563112410684,0.0008298755186724931,0.0008298755186724931,0.5611540622029141,0.0008298755186724931
YARN-6774,1,0.5116423071739434,2,0.00023781212841860461,0.5116423071739434,0.00023781212841860461,0.4876442564408008,0.00023781212841860461
YARN-6753,4,0.6920540280074767,2,0.0003565062388592494,0.3068764532759454,0.0003565062388592494,0.0003565062388592494,0.6920540280074767
YARN-1633,0,0.5280861720576749,2,0.5280861720576749,0.0011049723756908184,0.0011049723756908184,0.4685989108152526,0.0011049723756908184
YARN-6734,3,0.5504519129142112,2,0.00022701475595919365,0.00022701475595919365,0.00022701475595919365,0.5504519129142112,0.4488670428179111
YARN-6733,3,0.6585841285518191,2,0.0002853067047076517,0.0002853067047076517,0.0002853067047076517,0.6585841285518191,0.3405599513340579
YARN-6724,3,0.4207059363369499,3,0.1318243297540985,0.1510656272542419,0.29607132795254654,0.4207059363369499,0.0003327787021631639
YARN-6573,2,0.6927737080240776,2,0.0005249343832022052,0.0005249343832022052,0.6927737080240776,0.10516492004370932,0.20101150316580862
YARN-6704,1,0.6372812876345861,2,0.361810996782963,0.6372812876345861,0.0003025718608169991,0.0003025718608169991,0.0003025718608169991
YARN-6691,4,0.7554399687331768,2,0.00047505938242289793,0.24313485311955454,0.00047505938242289793,0.00047505938242289793,0.7554399687331768
YARN-6688,2,0.9963800904977371,1,0.0009049773755657272,0.0009049773755657272,0.9963800904977371,0.0009049773755657272,0.0009049773755657272
YARN-6679,0,0.40944985849429144,3,0.40944985849429144,0.21292116556254306,0.37667885717831934,0.0004750593824229835,0.0004750593824229835
YARN-6671,1,0.5691098158331827,2,0.3338594670288804,0.5691098158331827,0.0008298755186732213,0.0008298755186732213,0.09537096610059054
YARN-6670,2,0.7048385450898497,2,0.0019801980198021723,0.28922086085074383,0.7048385450898497,0.0019801980198021723,0.0019801980198021723
YARN-6669,3,0.6040108928138711,2,0.00024968789013736996,0.08319448498299832,0.00024968789013736996,0.6040108928138711,0.31229524642285583
YARN-6636,2,0.659895109745304,2,0.00034423407917386257,0.00034423407917386257,0.659895109745304,0.00034423407917386257,0.3390721880171745
YARN-6634,4,0.941522374517751,1,0.00045351473922923167,0.00045351473922923167,0.05711708126456128,0.00045351473922923167,0.941522374517751
YARN-6612,2,0.9943262411347513,1,0.0014184397163121993,0.0014184397163121993,0.9943262411347513,0.0014184397163121993,0.0014184397163121993
YARN-6626,3,0.4744337147834438,2,0.101754154192749,0.00029368575624093995,0.00029368575624093995,0.4744337147834438,0.4232247595113253
YARN-6621,0,0.5468424947837418,2,0.5468424947837418,0.00024360535931798217,0.00024360535931798217,0.00024360535931798217,0.4524266891383042
YARN-6620,0,0.7223962626034296,2,0.7223962626034296,0.20718821370763793,0.0005865102639297066,0.06924250316107286,0.0005865102639297066
YARN-6601,4,0.35523480953089903,4,0.15407723685991287,0.26660695790452055,0.172365019823531,0.051715975881136585,0.35523480953089903
YARN-6599,0,0.9920792079207916,1,0.9920792079207916,0.001980198019802147,0.001980198019802147,0.001980198019802147,0.001980198019802147
YARN-6596,0,0.6017907402522097,2,0.6017907402522097,0.27745938704578216,0.0006644518272427031,0.0006644518272427031,0.1194209690475227
YARN-6592,0,0.9980997624703083,1,0.9980997624703083,0.0004750593824228467,0.0004750593824228467,0.0004750593824228467,0.0004750593824228467
YARN-6586,4,0.7881729154305883,1,0.0001314924391848326,0.10546116694825176,0.0001314924391848326,0.10610293274279019,0.7881729154305883
YARN-6569,4,0.8354307527634236,2,0.0001885014137606667,0.0001885014137606667,0.1640037429952944,0.0001885014137606667,0.8354307527634236
YARN-6567,2,0.6112496334671346,2,9.34142923867765e-05,9.34142923867765e-05,0.6112496334671346,9.34142923867765e-05,0.38847012365570505
YARN-6527,2,0.4453006794274064,2,0.32460886850155296,0.00026990553306355074,0.4453006794274064,0.09693075173265499,0.1328897948053221
YARN-6524,2,0.6762941152908604,2,0.0002628120893561753,0.3229174484410711,0.6762941152908604,0.0002628120893561753,0.0002628120893561753
YARN-6521,2,0.7497305809570587,2,0.0004338394793926807,0.0004338394793926807,0.7497305809570587,0.0004338394793926807,0.24896790060476323
YARN-6511,4,0.6146459215599186,2,0.00027739251040234593,0.05903047562946335,0.00027739251040234593,0.3257688177898133,0.6146459215599186
YARN-6507,0,0.7139076498560438,2,0.7139076498560438,0.19038509522157365,0.09470974868796797,0.0004987531172071362,0.0004987531172071362
YARN-6484,4,0.8363836744128056,2,0.16131747501248153,0.0007662835249043078,0.0007662835249043078,0.0007662835249043078,0.8363836744128056
YARN-6469,4,0.46307310672892743,3,0.0007117437722424993,0.0007117437722424993,0.37532231851135267,0.16018108721523494,0.46307310672892743
YARN-6466,0,0.6948466617008375,2,0.6948466617008375,0.0005540166204987151,0.0005540166204987151,0.0005540166204987151,0.3034912884376664
YARN-6462,2,0.36238409905701446,3,0.0003120124804993144,0.11001539879121387,0.36238409905701446,0.18568660076714766,0.3416018889041248
YARN-6449,2,0.4747564373937418,2,0.3397798370378971,0.0001297858533420526,0.4747564373937418,0.11449739271778908,0.07083654699722983
YARN-6440,1,0.7111329520852779,2,0.00023228803716615157,0.7111329520852779,0.046130543968832774,0.00023228803716615157,0.24227192787155682
YARN-6426,4,0.7223102649602595,2,0.0004338394793928082,0.0004338394793928082,0.0004338394793928082,0.27638821660156193,0.7223102649602595
YARN-6407,2,0.8126651527268336,2,0.02449564332371934,0.00016380016380020904,0.8126651527268336,0.00016380016380020904,0.16251160362184666
YARN-6401,1,0.7121452629519354,2,0.12820166250889856,0.7121452629519354,0.00025608194622285806,0.00025608194622285806,0.1591409106467204
YARN-6398,0,0.722935817248172,2,0.722935817248172,0.0007117437722422329,0.0007117437722422329,0.2749289514351014,0.0007117437722422329
YARN-6396,2,0.7199741891061117,2,0.0002436053593179676,0.0002436053593179676,0.7199741891061117,0.2792949948159345,0.0002436053593179676
YARN-6390,0,0.7276328478530969,2,0.7276328478530969,0.0005865102639298782,0.0005865102639298782,0.0005865102639298782,0.2706076213551134
YARN-6345,1,0.38423582698639125,3,0.356407428459001,0.38423582698639125,0.0002496878901374001,0.0002496878901374001,0.2588573687743329
YARN-6369,4,0.7259445336536715,2,0.0005865102639298254,0.0005865102639298254,0.27229593555453907,0.0005865102639298254,0.7259445336536715
YARN-6366,0,0.7536853124270074,2,0.7536853124270074,0.0003220611916265343,0.0003220611916265343,0.24534850399811287,0.0003220611916265343
YARN-6364,2,0.7821359675883817,2,0.00035650623885924204,0.00035650623885924204,0.7821359675883817,0.00035650623885924204,0.21679451369504052
YARN-6358,3,0.3608099438248011,3,0.00027739251040232425,0.00027739251040232425,0.28421920052668465,0.3608099438248011,0.3544160706277096
YARN-6357,3,0.5810630994441262,3,0.00012187690432668538,0.20484391053482015,0.21384923621240018,0.5810630994441262,0.00012187690432668538
YARN-6355,4,0.5613615912764919,2,0.0002322880371661381,0.0002322880371661381,0.0002322880371661381,0.43794154461200974,0.5613615912764919
YARN-6347,1,0.6031495938901016,2,0.0002773925104023076,0.6031495938901016,0.0002773925104023076,0.0002773925104023076,0.3960182285786914
YARN-6320,2,0.5282368053071427,2,0.09299348103600218,0.147936059390342,0.5282368053071427,0.00012338062924125917,0.23071027363727195
YARN-6314,1,0.48406036781658685,2,0.00020387359836906638,0.48406036781658685,0.00020387359836906638,0.09979107609167466,0.4157408088950003
YARN-6306,0,0.6266241006415942,2,0.6266241006415942,0.3700609822313334,0.0011049723756907871,0.0011049723756907871,0.0011049723756907871
YARN-6282,3,0.5749710392234031,3,0.00045351473922915144,0.25377331689655847,0.00045351473922915144,0.5749710392234031,0.1703486144015801
YARN-6266,0,0.9980049875311715,1,0.9980049875311715,0.0004987531172070342,0.0004987531172070342,0.0004987531172070342,0.0004987531172070342
YARN-6255,0,0.8446166483566431,1,0.8446166483566431,0.0005865102639297935,0.07213141538584367,0.08207891572965376,0.0005865102639297935
YARN-6254,4,0.5368863549161645,3,0.0005865102639300013,0.0005865102639300013,0.22411246042460647,0.23782816413136892,0.5368863549161645
YARN-6234,1,0.9984644913627633,1,0.0003838771593091335,0.9984644913627633,0.0003838771593091335,0.0003838771593091335,0.0003838771593091335
YARN-6224,2,0.9988587731811697,1,0.00028530670470758535,0.00028530670470758535,0.9988587731811697,0.00028530670470758535,0.00028530670470758535
YARN-6223,0,0.6587854558637868,1,0.6587854558637868,8.126777732631157e-05,0.14137743607917302,0.08884999668933329,0.11090584359038053
YARN-6207,4,0.3667516846768107,4,0.0007662835249047475,0.19344603093802099,0.2478974198258377,0.19113858103442588,0.3667516846768107
YARN-6192,0,0.9960199004975122,1,0.9960199004975122,0.0009950248756219616,0.0009950248756219616,0.0009950248756219616,0.0009950248756219616
YARN-6179,4,0.8250308037011754,2,0.00020811654526542648,0.00020811654526542648,0.00020811654526542648,0.1743448466630283,0.8250308037011754
YARN-6167,1,0.9484994088243103,1,0.0003696857670980276,0.9484994088243103,0.050391533874395475,0.0003696857670980276,0.0003696857670980276
YARN-6162,2,0.48621582551431597,2,0.0002699055330635545,0.0002699055330635545,0.48621582551431597,0.13047711663128775,0.3827672467882691
YARN-6161,0,0.9984644913627635,1,0.9984644913627635,0.00038387715930905794,0.00038387715930905794,0.00038387715930905794,0.00038387715930905794
YARN-6160,0,0.9980997624703083,1,0.9980997624703083,0.00047505938242285224,0.00047505938242285224,0.00047505938242285224,0.00047505938242285224
YARN-6137,4,0.5091022606371489,2,0.00035650623885927153,0.00035650623885927153,0.00035650623885927153,0.4898282206462733,0.5091022606371489
YARN-6127,1,0.6576390770928549,2,0.3413625868006556,0.6576390770928549,0.0003327787021631259,0.0003327787021631259,0.0003327787021631259
YARN-1474,2,0.9955801104972367,1,0.001104972375690852,0.001104972375690852,0.9955801104972367,0.001104972375690852,0.001104972375690852
YARN-6121,1,0.7097200204539587,2,0.0006230529595016411,0.7097200204539587,0.0006230529595016411,0.2884108206675362,0.0006230529595016411
YARN-6101,2,0.8839353256743463,1,0.11577909602960401,9.519276534985958e-05,0.8839353256743463,9.519276534985958e-05,9.519276534985958e-05
YARN-6100,4,0.4323795815544654,3,0.3745933808118959,0.001652892561984169,0.001652892561984169,0.18972125250967045,0.4323795815544654
YARN-6099,2,0.9901234567901218,1,0.00246913580246959,0.00246913580246959,0.9901234567901218,0.00246913580246959,0.00246913580246959
YARN-6095,3,0.9976539589442812,1,0.00058651026392967,0.00058651026392967,0.00058651026392967,0.9976539589442812,0.00058651026392967
YARN-6080,3,0.9963800904977372,1,0.0009049773755657055,0.0009049773755657055,0.0009049773755657055,0.9963800904977372,0.0009049773755657055
YARN-6069,3,0.7122027120994255,1,0.14658227918898897,0.00035650623885923353,0.14050199623386703,0.7122027120994255,0.00035650623885923353
YARN-6067,1,0.5132894446984301,2,0.4845753239848433,0.5132894446984301,0.0007117437722422152,0.0007117437722422152,0.0007117437722422152
YARN-6058,4,0.4059869321526446,4,0.2180643842729681,0.0002773925104022941,0.21677231369223424,0.15889897737175082,0.4059869321526446
YARN-6045,2,0.9986230636833043,1,0.00034423407917388605,0.00034423407917388605,0.9986230636833043,0.00034423407917388605,0.00034423407917388605
YARN-6043,0,0.6181847741449135,3,0.6181847741449135,0.00012338062924128332,0.00012338062924128332,0.16525856731959243,0.21630989727701166
YARN-6040,4,0.4706780522324219,3,0.0002853067047076362,0.0002853067047076362,0.1587085936159165,0.3700427407422464,0.4706780522324219
YARN-6037,1,0.9988904299583912,1,0.0002773925104022521,0.9988904299583912,0.0002773925104022521,0.0002773925104022521,0.0002773925104022521
YARN-6011,1,0.592565954283316,2,0.0032786885245902637,0.592565954283316,0.0032786885245902637,0.0032786885245902637,0.3975979801429132
YARN-6008,1,0.7432508893003947,2,0.00017841213202501402,0.7432508893003947,0.00017841213202501402,0.2562138743035303,0.00017841213202501402
YARN-6005,4,0.9960199004975123,1,0.0009950248756219516,0.0009950248756219516,0.0009950248756219516,0.0009950248756219516,0.9960199004975123
YARN-5990,4,0.9983367983367977,1,0.0004158004158005996,0.0004158004158005996,0.0004158004158005996,0.0004158004158005996,0.9983367983367977
YARN-5984,4,0.9282389715809144,1,0.00047505938242290146,0.00047505938242290146,0.00047505938242290146,0.07033585027181681,0.9282389715809144
YARN-5983,0,0.6629589766747671,2,0.6629589766747671,0.0001427551748751348,0.3366127578006074,0.0001427551748751348,0.0001427551748751348
YARN-5972,1,0.48927266714178663,2,0.46024631151932605,0.48927266714178663,0.00013879250520474864,0.00013879250520474864,0.05020343632847776
YARN-5955,1,0.8390232989558145,2,0.0014184397163123782,0.8390232989558145,0.15672138189524842,0.0014184397163123782,0.0014184397163123782
YARN-5953,4,0.9950310559006211,1,0.001242236024844748,0.001242236024844748,0.001242236024844748,0.001242236024844748,0.9950310559006211
YARN-5952,4,0.9955801104972376,1,0.001104972375690625,0.001104972375690625,0.001104972375690625,0.001104972375690625,0.9955801104972376
YARN-5949,2,0.661523100335276,2,0.0004987531172070947,0.0004987531172070947,0.661523100335276,0.109284946502025,0.2281944469282849
YARN-5940,4,0.8131867925068201,2,0.00045351473922911647,0.00045351473922911647,0.00045351473922911647,0.1854526632754926,0.8131867925068201
YARN-5932,4,0.6884799662335845,2,0.00032206119162648536,0.14072872641126769,0.1701471849718949,0.00032206119162648536,0.6884799662335845
YARN-5910,2,0.4713187344798858,3,0.08289490959593455,0.0788379174544711,0.4713187344798858,0.18421523347300675,0.1827332049967017
YARN-5906,2,0.7047719833731271,2,0.0748398640431671,9.995002498753036e-05,0.7047719833731271,9.995002498753036e-05,0.2201882525337307
YARN-5905,4,0.5386939610214442,2,0.0915013289495463,0.36939696283227125,0.00020387359836908066,0.00020387359836908066,0.5386939610214442
YARN-5900,2,0.8410019578661514,1,0.048986034823584525,0.00020387359836909603,0.8410019578661514,0.00020387359836909603,0.109604260113526
YARN-5889,2,0.7160253328971644,2,0.0004158004158004759,0.0004158004158004759,0.7160253328971644,0.0004158004158004759,0.28272726585543406
YARN-5887,1,0.6355794149313739,2,0.00017528483786157534,0.6355794149313739,0.3638947305550414,0.00017528483786157534,0.00017528483786157534
YARN-5886,1,0.7274898780754898,2,0.0002436053593179704,0.7274898780754898,0.0002436053593179704,0.0002436053593179704,0.27177930584655613
YARN-5883,2,0.5169842736646539,2,0.00045351473922913973,0.00045351473922913973,0.5169842736646539,0.00045351473922913973,0.4816551821176587
YARN-5881,2,0.5269101971559601,3,0.24894364183946702,0.0003327787021631223,0.5269101971559601,0.0003327787021631223,0.22348060360024652
YARN-5872,4,0.4901621655642752,3,0.000554016620498809,0.000554016620498809,0.2808653933756476,0.22786440781907963,0.4901621655642752
YARN-5869,2,0.9285671760900807,1,0.0004338394793926929,0.07013130547174119,0.9285671760900807,0.0004338394793926929,0.0004338394793926929
YARN-5860,1,0.6765544745517025,2,0.047585254894731394,0.6765544745517025,0.27539569447923395,0.00023228803716612132,0.00023228803716612132
YARN-5846,2,0.6701403080850221,2,0.00013324450366428283,0.09878608597785855,0.6701403080850221,0.15229545911405815,0.07864490231939673
YARN-5832,2,0.7651527918655467,2,0.00043383947939268136,0.168404753039616,0.7651527918655467,0.00043383947939268136,0.06557477613605185
YARN-5820,2,0.5893142902043577,2,0.0009950248756223192,0.0009950248756223192,0.5893142902043577,0.0009950248756223192,0.40770063516877547
YARN-2215,4,0.9969348659003826,1,0.0007662835249043539,0.0007662835249043539,0.0007662835249043539,0.0007662835249043539,0.9969348659003826
YARN-5789,4,0.7800969095663468,2,0.00024968789013743095,0.00024968789013743095,0.2191540267632409,0.00024968789013743095,0.7800969095663468
YARN-5780,0,0.6980214882395117,2,0.6980214882395117,0.0004750593824228628,0.0004750593824228628,0.3005533336132195,0.0004750593824228628
YARN-5769,4,0.9976539589442812,1,0.0005865102639297129,0.0005865102639297129,0.0005865102639297129,0.0005865102639297129,0.9976539589442812
YARN-5761,4,0.9976539589442812,1,0.0005865102639297036,0.0005865102639297036,0.0005865102639297036,0.0005865102639297036,0.9976539589442812
YARN-5740,1,0.43680941990085476,3,0.00021253985122215063,0.43680941990085476,0.00021253985122215063,0.24277806647870054,0.3199874339180004
YARN-5739,3,0.8853951392494646,1,0.00016652789342221265,0.00016652789342221265,0.11410527707026881,0.8853951392494646,0.00016652789342221265
YARN-5734,4,0.6930432518479909,1,0.08342183725337161,7.296607077712623e-05,0.08984197723885448,0.13361996758900574,0.6930432518479909
YARN-5732,1,0.43479426337374083,3,0.2813088215165647,0.43479426337374083,0.0003120124804992783,0.0003120124804992783,0.2832728901486957
YARN-5727,4,0.6728030780069508,3,0.1506006135465078,0.0001427551748751234,0.17631079809679118,0.0001427551748751234,0.6728030780069508
YARN-5724,4,0.6563553235016888,2,0.0001665278934222018,0.34314509281804456,0.0001665278934222018,0.0001665278934222018,0.6563553235016888
YARN-5718,3,0.40386467910735996,3,0.0001665278934222091,0.34450111050935134,0.25130115459644425,0.40386467910735996,0.0001665278934222091
YARN-5716,2,0.5574908506130419,2,0.0007662835249043535,0.0007662835249043535,0.5574908506130419,0.0007662835249043535,0.4402102988122451
YARN-5704,0,0.9980997624703082,1,0.9980997624703082,0.000475059382422871,0.000475059382422871,0.000475059382422871,0.000475059382422871
YARN-5702,4,0.5383603242004981,2,0.4603922745521005,0.0004158004158004881,0.0004158004158004881,0.0004158004158004881,0.5383603242004981
YARN-5715,3,0.5618171773548976,2,0.00010198878123409949,0.00010198878123409949,0.3129582693243163,0.5618171773548976,0.12502057575831788
YARN-5708,2,0.42884907273337336,3,0.27861472200381504,0.2905461555115677,0.42884907273337336,0.0009950248756219829,0.0009950248756219829
YARN-5699,4,0.5552266424550649,2,0.00026990553306347745,0.44396364094574453,0.00026990553306347745,0.00026990553306347745,0.5552266424550649
YARN-5692,4,0.821072531996907,2,0.0002773925104022746,0.1780952904718861,0.0002773925104022746,0.0002773925104022746,0.821072531996907
YARN-5683,2,0.37939205372365326,2,0.12385200476794345,0.1250188089092116,0.37939205372365326,0.11641807510271031,0.2553190574964813
YARN-5681,3,0.6964617975864348,2,0.30223668397538705,0.0004338394793926841,0.0004338394793926841,0.6964617975864348,0.0004338394793926841
YARN-5677,1,0.6896341138070462,2,0.041544089825035074,0.6896341138070462,0.2214774615043785,0.04721621186546193,0.00012812299807822574
YARN-5648,3,0.9920792079207915,1,0.001980198019802109,0.001980198019802109,0.001980198019802109,0.9920792079207915,0.001980198019802109
YARN-5673,0,0.502405677625243,2,0.502405677625243,0.08667139878106402,0.08339502642679773,0.17973273349025248,0.14779516367664247
YARN-5668,3,0.7943163138631603,2,0.00032206119162653783,0.00032206119162653783,0.20471750256196014,0.7943163138631603,0.00032206119162653783
YARN-5667,4,0.9359455835731483,1,0.0001665278934222108,0.0001665278934222108,0.0001665278934222108,0.06355483274658508,0.9359455835731483
YARN-5658,4,0.7115331433368185,1,0.0004535147392291569,0.0004535147392291569,0.14566411586598624,0.14189571131873696,0.7115331433368185
YARN-5644,1,0.4072964081409055,3,0.0001816530426885424,0.4072964081409055,0.07499742355977448,0.20786479858268087,0.3096597166739505
YARN-5638,3,0.6383280173887773,2,0.0003327787021631173,0.3606736465047332,0.0003327787021631173,0.6383280173887773,0.0003327787021631173
YARN-5637,0,0.9051962404303674,1,0.9051962404303674,0.09304422877784246,0.0005865102639299272,0.0005865102639299272,0.0005865102639299272
YARN-5606,0,0.5893950185469247,2,0.5893950185469247,0.00016652789342217657,0.07738234319298358,0.00016652789342217657,0.3328895824732475
YARN-5636,1,0.8504967424780692,1,0.0001885014137607029,0.8504967424780692,0.11215115508016503,0.0001885014137607029,0.03697509961424457
YARN-5634,4,0.6720623327429307,2,0.00047505938242302744,0.00047505938242302744,0.32651248910980024,0.00047505938242302744,0.6720623327429307
YARN-5629,3,0.5790589786510022,2,0.21827029377918233,0.11850446677638223,0.08371274605420405,0.5790589786510022,0.0004535147392291164
YARN-5627,2,0.46539449028100477,3,0.00043383947939275904,0.00043383947939275904,0.46539449028100477,0.35469780431110653,0.17904002644910316
YARN-5626,4,0.46433338260656787,2,0.00031201248049930524,0.460178033317667,0.00031201248049930524,0.07486455911476655,0.46433338260656787
YARN-5605,2,0.4474734507483545,2,0.1304323965067087,0.42084804682593296,0.4474734507483545,0.0006230529595017809,0.0006230529595017809
YARN-5619,2,0.5577799752239381,2,0.0001784121320250739,0.14909061428548587,0.5577799752239381,0.2927725862265261,0.0001784121320250739
YARN-5618,4,0.3939887910264401,3,0.3746646243060046,0.00041580041580055433,0.2305149838359543,0.00041580041580055433,0.3939887910264401
YARN-5612,4,0.5720621370533987,3,0.0007117437722420903,0.2058466945571947,0.0007117437722420903,0.22066768084492247,0.5720621370533987
YARN-5611,4,0.996019900497512,1,0.0009950248756220297,0.0009950248756220297,0.0009950248756220297,0.0009950248756220297,0.996019900497512
YARN-5593,1,0.44640216653913306,2,0.4311083436187373,0.44640216653913306,0.1219496787760029,0.0002699055330634834,0.0002699055330634834
YARN-5590,2,0.5745230182734263,2,0.42122166257763716,0.0014184397163122065,0.5745230182734263,0.0014184397163122065,0.0014184397163122065
YARN-5587,0,0.9088994770756644,1,0.9088994770756644,0.08861089636831888,0.0008298755186722435,0.0008298755186722435,0.0008298755186722435
YARN-5585,4,0.5332450539022844,3,0.00016652789342218018,0.00016652789342218018,0.30531970393014796,0.1611021863807233,0.5332450539022844
YARN-5556,1,0.6400504541152235,2,0.0004750593824228563,0.6400504541152235,0.0004750593824228563,0.0004750593824228563,0.358524367737508
YARN-5547,3,0.6403530804527143,2,0.0002936857562409626,0.26957866490514953,0.0002936857562409626,0.6403530804527143,0.08948088312965417
YARN-5541,1,0.7346207132020109,2,0.0005540166204987451,0.7346207132020109,0.0005540166204987451,0.0005540166204987451,0.26371723693649285
YARN-5532,1,0.6135470969295436,2,0.25544157034696896,0.6135470969295436,0.00041580041580049557,0.00041580041580049557,0.1301797318918863
YARN-5531,0,0.3186968257543441,4,0.3186968257543441,0.22628411939207962,0.2544472149201973,0.20020215416628082,0.00036968576709811547
YARN-5520,4,0.5773447550430647,2,9.341429238677668e-05,9.341429238677668e-05,0.42237500207977496,9.341429238677668e-05,0.5773447550430647
YARN-5519,4,0.6343664892073255,2,0.0008298755186723391,0.218624834758009,0.14534892499732094,0.0008298755186723391,0.6343664892073255
YARN-5518,4,0.8908273168872664,1,0.00022197558268599035,0.00022197558268599035,0.00022197558268599035,0.10850675636467567,0.8908273168872664
